"Question","Breakdown1","Breakdown1Code","Breakdown2","Breakdown2Code","value"
"Number of OAPs active during the period with a distance of less than 20 km","Region","Y56","PrimaryDiagnosis","14","*"
"Number of OAPs active during the period with a distance of less than 20 km","Region","Y56","PrimaryDiagnosis","15","10"
"Number of OAPs active during the period with a distance of less than 20 km","Region","Y56","PrimaryDiagnosis","16","*"
"Number of OAPs active during the period with a distance of less than 20 km","Region","Y56","PrimaryDiagnosis","17","*"
"Number of OAPs active during the period with a distance of less than 20 km","Region","Y56","PrimaryDiagnosis","18","*"
"Number of OAPs active during the period with a distance of less than 20 km","Region","Y56","PrimaryDiagnosis","19","*"
"Number of OAPs active during the period with a distance of less than 20 km","Region","Y56","PrimaryDiagnosis","20","*"
"Number of OAPs active during the period with a distance of less than 20 km","Region","Y56","PrimaryDiagnosis","21","*"
"Number of OAPs active during the period with a distance of less than 20 km","Region","Y56","PrimaryDiagnosis","22","*"
"Number of OAPs active during the period with a distance of less than 20 km","Region","Y56","PrimaryDiagnosis","23","*"
"Number of OAPs active during the period with a distance of less than 20 km","Region","Y57","","","15"
"Number of OAPs active during the period with a distance of less than 20 km","Region","Y57","BedType","0","*"
"Number of OAPs active during the period with a distance of less than 20 km","Region","Y57","BedType","10","10"
"Number of OAPs active during the period with a distance of less than 20 km","Region","Y57","BedType","11","*"
"Number of OAPs active during the period with a distance of less than 20 km","Region","Y57","BedType","12","5"
"Number of OAPs active during the period with a distance of less than 20 km","region","Y57","Gender","0","*"
"Number of OAPs active during the period with a distance of less than 20 km","region","Y57","Gender","1","5"
"Number of OAPs active during the period with a distance of less than 20 km","region","Y57","Gender","2","10"
"Number of OAPs active during the period with a distance of less than 20 km","region","Y57","Gender","9","*"
"Number of OAPs active during the period with a distance of less than 20 km","region","Y57","Gender","X","*"
"Number of OAPs active during the period with a distance of less than 20 km","Region","Y57","MhaStatus","0","*"
"Number of OAPs active during the period with a distance of less than 20 km","Region","Y57","MhaStatus","1","5"
"Number of OAPs active during the period with a distance of less than 20 km","Region","Y57","MhaStatus","2","10"
"Number of OAPs active during the period with a distance of less than 20 km","Region","Y57","OutOfAreaReason","0","*"
"Number of OAPs active during the period with a distance of less than 20 km","Region","Y57","OutOfAreaReason","10","15"
"Number of OAPs active during the period with a distance of less than 20 km","Region","Y57","OutOfAreaReason","11","*"
"Number of OAPs active during the period with a distance of less than 20 km","Region","Y57","OutOfAreaReason","12","*"
"Number of OAPs active during the period with a distance of less than 20 km","Region","Y57","OutOfAreaReason","13","*"
"Number of OAPs active during the period with a distance of less than 20 km","Region","Y57","OutOfAreaReason","14","*"
"Number of OAPs active during the period with a distance of less than 20 km","Region","Y57","OutOfAreaReason","15","*"
"Number of OAPs active during the period with a distance of less than 20 km","Region","Y57","PrimaryDiagnosis","0","*"
"Number of OAPs active during the period with a distance of less than 20 km","Region","Y57","PrimaryDiagnosis","01","*"
"Number of OAPs active during the period with a distance of less than 20 km","Region","Y57","PrimaryDiagnosis","02","*"
"Number of OAPs active during the period with a distance of less than 20 km","Region","Y57","PrimaryDiagnosis","03","*"
"Number of OAPs active during the period with a distance of less than 20 km","Region","Y57","PrimaryDiagnosis","04","5"
"Number of OAPs active during the period with a distance of less than 20 km","Region","Y57","PrimaryDiagnosis","05","*"
"Number of OAPs active during the period with a distance of less than 20 km","Region","Y57","PrimaryDiagnosis","06","*"
"Number of OAPs active during the period with a distance of less than 20 km","Region","Y57","PrimaryDiagnosis","07","*"
"Number of OAPs active during the period with a distance of less than 20 km","Region","Y57","PrimaryDiagnosis","08","*"
"Number of OAPs active during the period with a distance of less than 20 km","Region","Y57","PrimaryDiagnosis","09","*"
"Number of OAPs active during the period with a distance of less than 20 km","Region","Y57","PrimaryDiagnosis","10","*"
"Number of OAPs active during the period with a distance of less than 20 km","Region","Y57","PrimaryDiagnosis","11","*"
"Number of OAPs active during the period with a distance of less than 20 km","Region","Y57","PrimaryDiagnosis","12","*"
"Number of OAPs active during the period with a distance of less than 20 km","Region","Y57","PrimaryDiagnosis","13","*"
"Number of OAPs active during the period with a distance of less than 20 km","Region","Y57","PrimaryDiagnosis","14","*"
"Number of OAPs active during the period with a distance of less than 20 km","Region","Y57","PrimaryDiagnosis","15","*"
"Number of OAPs active during the period with a distance of less than 20 km","Region","Y57","PrimaryDiagnosis","16","*"
"Number of OAPs active during the period with a distance of less than 20 km","Region","Y57","PrimaryDiagnosis","17","*"
"Number of OAPs active during the period with a distance of less than 20 km","Region","Y57","PrimaryDiagnosis","18","*"
"Number of OAPs active during the period with a distance of less than 20 km","Region","Y57","PrimaryDiagnosis","19","*"
"Number of OAPs active during the period with a distance of less than 20 km","Region","Y57","PrimaryDiagnosis","20","*"
"Number of OAPs active during the period with a distance of less than 20 km","Region","Y57","PrimaryDiagnosis","21","*"
"Number of OAPs active during the period with a distance of less than 20 km","Region","Y57","PrimaryDiagnosis","22","*"
"Number of OAPs active during the period with a distance of less than 20 km","Region","Y57","PrimaryDiagnosis","23","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","England","","","142"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","8HR47","","","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","999","","","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","AHL","","","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","NFJ","","","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","NHV","","","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","NMJ","","","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","NMQ","","","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","NMV","","","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","NNF","","","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","NQ4","","","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","NQL","","","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","NR0","","","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","NR5","","","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","NTN","","","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","NTT","","","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","NV2","","","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","NYA","","","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","R1A","","","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","R1C","","","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","R1E","","","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","R1F","","","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","RA9","","","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","RAL","","","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","RAT","","","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","RDY","","","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","RGD","","","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","RH5","","","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","RHA","","","5"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","RJ8","","","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","RJX","","","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","RKL","","","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","RLY","","","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","RMC","","","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","RMY","","","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","RNK","","","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","RNN","","","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","RNU","","","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","RP1","","","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","RP7","","","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","RPG","","","30"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","RQY","","","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","RR7","","","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","RRD","","","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","RRE","","","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","RRP","","","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","RT1","","","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","RT2","","","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","RT5","","","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","RTF","","","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","RTQ","","","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","RTV","","","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","RV3","","","5"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","RV5","","","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","RV9","","","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","RVN","","","20"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","RW1","","","5"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","RW3","","","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","RW4","","","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","RW5","","","5"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","RWK","","","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","RWN","","","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","RWR","","","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","RWV","","","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","RWX","","","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","RX2","","","5"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","RX3","","","5"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","RX4","","","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","RXA","","","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","RXE","","","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","RXG","","","10"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","RXL","","","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","RXM","","","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","RXT","","","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","RXV","","","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","RXX","","","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","RXY","","","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","RY6","","","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","RY8","","","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","RYG","","","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","RYK","","","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","RYW","","","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","TAD","","","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","TAE","","","20"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","TAF","","","10"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","TAH","","","*"
"Number of OAPs active during the period with a distance of less than 20 km","SendingProvider","TAJ","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","England","","","","204"
"Number of OAPs active during the period with a distance of 100km or greater","BedType","England","","","204"
"Number of OAPs active during the period with a distance of 100km or greater","BedType","10","","","140"
"Number of OAPs active during the period with a distance of 100km or greater","BedType","11","","","5"
"Number of OAPs active during the period with a distance of 100km or greater","BedType","12","","","59"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","England","","","204"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","00C","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","00D","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","00J","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","00K","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","00L","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","00M","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","00N","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","00P","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","00Q","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","00R","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","00T","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","00V","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","00W","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","00X","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","00Y","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","01A","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","01C","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","01D","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","01E","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","01F","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","01G","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","01H","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","01J","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","01K","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","01M","","","5"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","01N","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","01R","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","01T","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","01V","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","01W","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","01X","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","01Y","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","02A","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","02D","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","02E","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","02F","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","02G","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","02H","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","02M","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","02N","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","02P","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","02Q","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","02R","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","02T","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","02V","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","02W","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","02X","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","02Y","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","03A","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","03C","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","03D","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","03E","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","03F","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","03G","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","03H","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","03J","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","03K","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","03L","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","03M","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","03N","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","03Q","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","03R","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","03T","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","03V","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","03W","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","03X","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","03Y","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","04C","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","04D","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","04E","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","04F","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","04G","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","04H","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","04J","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","04K","","","5"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","04L","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","04M","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","04N","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","04Q","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","04R","","","5"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","04V","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","04X","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","04Y","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","05A","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","05C","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","05D","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","05F","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","05G","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","05H","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","05J","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","05L","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","05N","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","05P","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","05Q","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","05R","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","05T","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","05V","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","05W","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","05X","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","05Y","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","06A","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","06D","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","06F","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","06H","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","06K","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","06L","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","06M","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","06N","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","06P","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","06Q","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","06T","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","06V","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","06W","","","5"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","06Y","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","07G","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","07H","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","07J","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","07K","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","07L","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","07M","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","07N","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","07P","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","07Q","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","07R","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","07T","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","07V","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","07W","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","07X","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","07Y","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","08A","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","08C","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","08D","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","08E","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","08F","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","08G","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","08H","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","08J","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","08K","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","08L","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","08M","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","08N","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","08P","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","08Q","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","08R","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","08T","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","08V","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","08W","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","08X","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","08Y","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","09A","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","09C","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","09D","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","09E","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","09F","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","09G","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","09H","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","09J","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","09L","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","09N","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","09P","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","09W","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","09X","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","09Y","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","10A","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","10C","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","10D","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","10E","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","10G","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","10H","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","10J","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","10K","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","10L","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","10M","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","10N","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","10Q","","","5"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","10R","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","10T","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","10V","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","10W","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","10X","","","5"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","10Y","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","11A","","","15"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","11C","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","11D","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","11E","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","11H","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","11J","","","20"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","11M","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","11N","","","10"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","11T","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","11X","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","12A","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","12D","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","12F","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","13P","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","13T","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","999","","","50"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","99A","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","99C","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","99D","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","99E","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","99F","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","99G","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","99H","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","99J","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","99K","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","99M","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","99N","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","99P","","","5"
"Number of OAPs active during the period with a distance of 100km or greater","Ccg","99Q","","","*"
