"Question","Breakdown1","Breakdown1Code","Breakdown2","Breakdown2Code","value"
"Lower quartile daily cost over the period","Region","999","PrimaryDiagnosis","14","400"
"Lower quartile daily cost over the period","Region","999","PrimaryDiagnosis","15","*"
"Lower quartile daily cost over the period","Region","999","PrimaryDiagnosis","16","*"
"Lower quartile daily cost over the period","Region","999","PrimaryDiagnosis","17","*"
"Lower quartile daily cost over the period","Region","999","PrimaryDiagnosis","18","*"
"Lower quartile daily cost over the period","Region","999","PrimaryDiagnosis","19","*"
"Lower quartile daily cost over the period","Region","999","PrimaryDiagnosis","20","*"
"Lower quartile daily cost over the period","Region","999","PrimaryDiagnosis","21","*"
"Lower quartile daily cost over the period","Region","999","PrimaryDiagnosis","22","*"
"Lower quartile daily cost over the period","Region","999","PrimaryDiagnosis","23","*"
"Lower quartile daily cost over the period","Region","Y54","","","365"
"Lower quartile daily cost over the period","Region","Y54","BedType","0","*"
"Lower quartile daily cost over the period","Region","Y54","BedType","10","365"
"Lower quartile daily cost over the period","Region","Y54","BedType","11","370"
"Lower quartile daily cost over the period","Region","Y54","BedType","12","501"
"Lower quartile daily cost over the period","region","Y54","Gender","0","*"
"Lower quartile daily cost over the period","region","Y54","Gender","1","369"
"Lower quartile daily cost over the period","region","Y54","Gender","2","365"
"Lower quartile daily cost over the period","region","Y54","Gender","9","*"
"Lower quartile daily cost over the period","region","Y54","Gender","X","*"
"Lower quartile daily cost over the period","Region","Y54","MhaStatus","0","*"
"Lower quartile daily cost over the period","Region","Y54","MhaStatus","1","365"
"Lower quartile daily cost over the period","Region","Y54","MhaStatus","2","365"
"Lower quartile daily cost over the period","Region","Y54","OutOfAreaReason","0","*"
"Lower quartile daily cost over the period","Region","Y54","OutOfAreaReason","10","365"
"Lower quartile daily cost over the period","Region","Y54","OutOfAreaReason","11","*"
"Lower quartile daily cost over the period","Region","Y54","OutOfAreaReason","12","*"
"Lower quartile daily cost over the period","Region","Y54","OutOfAreaReason","13","*"
"Lower quartile daily cost over the period","Region","Y54","OutOfAreaReason","14","405"
"Lower quartile daily cost over the period","Region","Y54","OutOfAreaReason","15","*"
"Lower quartile daily cost over the period","Region","Y54","PrimaryDiagnosis","0","*"
"Lower quartile daily cost over the period","Region","Y54","PrimaryDiagnosis","01","*"
"Lower quartile daily cost over the period","Region","Y54","PrimaryDiagnosis","02","480"
"Lower quartile daily cost over the period","Region","Y54","PrimaryDiagnosis","03","*"
"Lower quartile daily cost over the period","Region","Y54","PrimaryDiagnosis","04","396"
"Lower quartile daily cost over the period","Region","Y54","PrimaryDiagnosis","05","*"
"Lower quartile daily cost over the period","Region","Y54","PrimaryDiagnosis","06","*"
"Lower quartile daily cost over the period","Region","Y54","PrimaryDiagnosis","07","*"
"Lower quartile daily cost over the period","Region","Y54","PrimaryDiagnosis","08","370"
"Lower quartile daily cost over the period","Region","Y54","PrimaryDiagnosis","09","*"
"Lower quartile daily cost over the period","Region","Y54","PrimaryDiagnosis","10","*"
"Lower quartile daily cost over the period","Region","Y54","PrimaryDiagnosis","11","*"
"Lower quartile daily cost over the period","Region","Y54","PrimaryDiagnosis","12","*"
"Lower quartile daily cost over the period","Region","Y54","PrimaryDiagnosis","13","*"
"Lower quartile daily cost over the period","Region","Y54","PrimaryDiagnosis","14","365"
"Lower quartile daily cost over the period","Region","Y54","PrimaryDiagnosis","15","*"
"Lower quartile daily cost over the period","Region","Y54","PrimaryDiagnosis","16","*"
"Lower quartile daily cost over the period","Region","Y54","PrimaryDiagnosis","17","*"
"Lower quartile daily cost over the period","Region","Y54","PrimaryDiagnosis","18","365"
"Lower quartile daily cost over the period","Region","Y54","PrimaryDiagnosis","19","*"
"Lower quartile daily cost over the period","Region","Y54","PrimaryDiagnosis","20","*"
"Lower quartile daily cost over the period","Region","Y54","PrimaryDiagnosis","21","*"
"Lower quartile daily cost over the period","Region","Y54","PrimaryDiagnosis","22","*"
"Lower quartile daily cost over the period","Region","Y54","PrimaryDiagnosis","23","*"
"Lower quartile daily cost over the period","Region","Y55","","","525"
"Lower quartile daily cost over the period","Region","Y55","BedType","0","*"
"Lower quartile daily cost over the period","Region","Y55","BedType","10","525"
"Lower quartile daily cost over the period","Region","Y55","BedType","11","*"
"Lower quartile daily cost over the period","Region","Y55","BedType","12","*"
"Lower quartile daily cost over the period","region","Y55","Gender","0","*"
"Lower quartile daily cost over the period","region","Y55","Gender","1","475"
"Lower quartile daily cost over the period","region","Y55","Gender","2","530"
"Lower quartile daily cost over the period","region","Y55","Gender","9","*"
"Lower quartile daily cost over the period","region","Y55","Gender","X","*"
"Lower quartile daily cost over the period","Region","Y55","MhaStatus","0","*"
"Lower quartile daily cost over the period","Region","Y55","MhaStatus","1","505"
"Lower quartile daily cost over the period","Region","Y55","MhaStatus","2","525"
"Lower quartile daily cost over the period","Region","Y55","OutOfAreaReason","0","*"
"Lower quartile daily cost over the period","Region","Y55","OutOfAreaReason","10","525"
"Lower quartile daily cost over the period","Region","Y55","OutOfAreaReason","11","*"
"Lower quartile daily cost over the period","Region","Y55","OutOfAreaReason","12","*"
"Lower quartile daily cost over the period","Region","Y55","OutOfAreaReason","13","*"
"Lower quartile daily cost over the period","Region","Y55","OutOfAreaReason","14","*"
"Lower quartile daily cost over the period","Region","Y55","OutOfAreaReason","15","*"
"Lower quartile daily cost over the period","Region","Y55","PrimaryDiagnosis","0","*"
"Lower quartile daily cost over the period","Region","Y55","PrimaryDiagnosis","01","*"
"Lower quartile daily cost over the period","Region","Y55","PrimaryDiagnosis","02","525"
"Lower quartile daily cost over the period","Region","Y55","PrimaryDiagnosis","03","*"
"Lower quartile daily cost over the period","Region","Y55","PrimaryDiagnosis","04","*"
"Lower quartile daily cost over the period","Region","Y55","PrimaryDiagnosis","05","*"
"Lower quartile daily cost over the period","Region","Y55","PrimaryDiagnosis","06","*"
"Lower quartile daily cost over the period","Region","Y55","PrimaryDiagnosis","07","*"
"Lower quartile daily cost over the period","Region","Y55","PrimaryDiagnosis","08","*"
"Lower quartile daily cost over the period","Region","Y55","PrimaryDiagnosis","09","*"
"Lower quartile daily cost over the period","Region","Y55","PrimaryDiagnosis","10","*"
"Lower quartile daily cost over the period","Region","Y55","PrimaryDiagnosis","11","*"
"Lower quartile daily cost over the period","Region","Y55","PrimaryDiagnosis","12","*"
"Lower quartile daily cost over the period","Region","Y55","PrimaryDiagnosis","13","*"
"Lower quartile daily cost over the period","Region","Y55","PrimaryDiagnosis","14","*"
"Lower quartile daily cost over the period","Region","Y55","PrimaryDiagnosis","15","*"
"Lower quartile daily cost over the period","Region","Y55","PrimaryDiagnosis","16","*"
"Lower quartile daily cost over the period","Region","Y55","PrimaryDiagnosis","17","*"
"Lower quartile daily cost over the period","Region","Y55","PrimaryDiagnosis","18","410"
"Lower quartile daily cost over the period","Region","Y55","PrimaryDiagnosis","19","*"
"Lower quartile daily cost over the period","Region","Y55","PrimaryDiagnosis","20","*"
"Lower quartile daily cost over the period","Region","Y55","PrimaryDiagnosis","21","*"
"Lower quartile daily cost over the period","Region","Y55","PrimaryDiagnosis","22","*"
"Lower quartile daily cost over the period","Region","Y55","PrimaryDiagnosis","23","*"
"Lower quartile daily cost over the period","Region","Y56","","","500"
"Lower quartile daily cost over the period","Region","Y56","BedType","0","*"
"Lower quartile daily cost over the period","Region","Y56","BedType","10","498"
"Lower quartile daily cost over the period","Region","Y56","BedType","11","*"
"Lower quartile daily cost over the period","Region","Y56","BedType","12","546"
"Lower quartile daily cost over the period","region","Y56","Gender","0","*"
"Lower quartile daily cost over the period","region","Y56","Gender","1","500"
"Lower quartile daily cost over the period","region","Y56","Gender","2","378"
"Lower quartile daily cost over the period","region","Y56","Gender","9","*"
"Lower quartile daily cost over the period","region","Y56","Gender","X","*"
"Lower quartile daily cost over the period","Region","Y56","MhaStatus","0","*"
"Lower quartile daily cost over the period","Region","Y56","MhaStatus","1","498"
"Lower quartile daily cost over the period","Region","Y56","MhaStatus","2","500"
"Lower quartile daily cost over the period","Region","Y56","OutOfAreaReason","0","*"
"Lower quartile daily cost over the period","Region","Y56","OutOfAreaReason","10","500"
"Lower quartile daily cost over the period","Region","Y56","OutOfAreaReason","11","*"
"Lower quartile daily cost over the period","Region","Y56","OutOfAreaReason","12","*"
"Lower quartile daily cost over the period","Region","Y56","OutOfAreaReason","13","*"
"Lower quartile daily cost over the period","Region","Y56","OutOfAreaReason","14","*"
"Lower quartile daily cost over the period","Region","Y56","OutOfAreaReason","15","*"
"Lower quartile daily cost over the period","Region","Y56","PrimaryDiagnosis","0","*"
"Lower quartile daily cost over the period","Region","Y56","PrimaryDiagnosis","01","*"
"Lower quartile daily cost over the period","Region","Y56","PrimaryDiagnosis","02","500"
"Lower quartile daily cost over the period","Region","Y56","PrimaryDiagnosis","03","500"
"Lower quartile daily cost over the period","Region","Y56","PrimaryDiagnosis","04","358"
"Lower quartile daily cost over the period","Region","Y56","PrimaryDiagnosis","05","*"
"Lower quartile daily cost over the period","Region","Y56","PrimaryDiagnosis","06","*"
"Lower quartile daily cost over the period","Region","Y56","PrimaryDiagnosis","07","*"
"Lower quartile daily cost over the period","Region","Y56","PrimaryDiagnosis","08","*"
"Lower quartile daily cost over the period","Region","Y56","PrimaryDiagnosis","09","*"
"Lower quartile daily cost over the period","Region","Y56","PrimaryDiagnosis","10","*"
"Lower quartile daily cost over the period","Region","Y56","PrimaryDiagnosis","11","*"
"Lower quartile daily cost over the period","Region","Y56","PrimaryDiagnosis","12","*"
"Lower quartile daily cost over the period","Region","Y56","PrimaryDiagnosis","13","*"
"Lower quartile daily cost over the period","Region","Y56","PrimaryDiagnosis","14","*"
"Lower quartile daily cost over the period","Region","Y56","PrimaryDiagnosis","15","525"
"Lower quartile daily cost over the period","Region","Y56","PrimaryDiagnosis","16","*"
"Lower quartile daily cost over the period","Region","Y56","PrimaryDiagnosis","17","*"
"Lower quartile daily cost over the period","Region","Y56","PrimaryDiagnosis","18","*"
"Lower quartile daily cost over the period","Region","Y56","PrimaryDiagnosis","19","*"
"Lower quartile daily cost over the period","Region","Y56","PrimaryDiagnosis","20","*"
"Lower quartile daily cost over the period","Region","Y56","PrimaryDiagnosis","21","*"
"Lower quartile daily cost over the period","Region","Y56","PrimaryDiagnosis","22","*"
"Lower quartile daily cost over the period","Region","Y56","PrimaryDiagnosis","23","*"
"Lower quartile daily cost over the period","Region","Y57","","","380"
"Lower quartile daily cost over the period","Region","Y57","BedType","0","*"
"Lower quartile daily cost over the period","Region","Y57","BedType","10","380"
"Lower quartile daily cost over the period","Region","Y57","BedType","11","282"
"Lower quartile daily cost over the period","Region","Y57","BedType","12","590"
"Lower quartile daily cost over the period","region","Y57","Gender","0","*"
"Lower quartile daily cost over the period","region","Y57","Gender","1","380"
"Lower quartile daily cost over the period","region","Y57","Gender","2","495"
"Lower quartile daily cost over the period","region","Y57","Gender","9","*"
"Lower quartile daily cost over the period","region","Y57","Gender","X","*"
"Lower quartile daily cost over the period","Region","Y57","MhaStatus","0","*"
"Lower quartile daily cost over the period","Region","Y57","MhaStatus","1","558"
"Lower quartile daily cost over the period","Region","Y57","MhaStatus","2","282"
"Lower quartile daily cost over the period","Region","Y57","OutOfAreaReason","0","*"
"Lower quartile daily cost over the period","Region","Y57","OutOfAreaReason","10","380"
"Lower quartile daily cost over the period","Region","Y57","OutOfAreaReason","11","*"
"Lower quartile daily cost over the period","Region","Y57","OutOfAreaReason","12","*"
"Lower quartile daily cost over the period","Region","Y57","OutOfAreaReason","13","*"
"Lower quartile daily cost over the period","Region","Y57","OutOfAreaReason","14","*"
"Lower quartile daily cost over the period","Region","Y57","OutOfAreaReason","15","*"
"Lower quartile daily cost over the period","Region","Y57","PrimaryDiagnosis","0","*"
"Lower quartile daily cost over the period","Region","Y57","PrimaryDiagnosis","01","*"
"Lower quartile daily cost over the period","Region","Y57","PrimaryDiagnosis","02","540"
"Lower quartile daily cost over the period","Region","Y57","PrimaryDiagnosis","03","380"
"Lower quartile daily cost over the period","Region","Y57","PrimaryDiagnosis","04","282"
"Lower quartile daily cost over the period","Region","Y57","PrimaryDiagnosis","05","*"
"Lower quartile daily cost over the period","Region","Y57","PrimaryDiagnosis","06","*"
"Lower quartile daily cost over the period","Region","Y57","PrimaryDiagnosis","07","*"
"Lower quartile daily cost over the period","Region","Y57","PrimaryDiagnosis","08","*"
"Lower quartile daily cost over the period","Region","Y57","PrimaryDiagnosis","09","*"
"Lower quartile daily cost over the period","Region","Y57","PrimaryDiagnosis","10","*"
"Lower quartile daily cost over the period","Region","Y57","PrimaryDiagnosis","11","*"
"Lower quartile daily cost over the period","Region","Y57","PrimaryDiagnosis","12","*"
"Lower quartile daily cost over the period","Region","Y57","PrimaryDiagnosis","13","*"
"Lower quartile daily cost over the period","Region","Y57","PrimaryDiagnosis","14","495"
"Lower quartile daily cost over the period","Region","Y57","PrimaryDiagnosis","15","*"
"Lower quartile daily cost over the period","Region","Y57","PrimaryDiagnosis","16","*"
"Lower quartile daily cost over the period","Region","Y57","PrimaryDiagnosis","17","*"
"Lower quartile daily cost over the period","Region","Y57","PrimaryDiagnosis","18","*"
"Lower quartile daily cost over the period","Region","Y57","PrimaryDiagnosis","19","*"
"Lower quartile daily cost over the period","Region","Y57","PrimaryDiagnosis","20","*"
"Lower quartile daily cost over the period","Region","Y57","PrimaryDiagnosis","21","*"
"Lower quartile daily cost over the period","Region","Y57","PrimaryDiagnosis","22","*"
"Lower quartile daily cost over the period","Region","Y57","PrimaryDiagnosis","23","*"
"Lower quartile daily cost over the period","SendingProvider","England","","","370"
"Lower quartile daily cost over the period","SendingProvider","8HR47","","","*"
"Lower quartile daily cost over the period","SendingProvider","999","","","*"
"Lower quartile daily cost over the period","SendingProvider","AHL","","","*"
"Lower quartile daily cost over the period","SendingProvider","NHV","","","*"
"Lower quartile daily cost over the period","SendingProvider","NMJ","","","*"
"Lower quartile daily cost over the period","SendingProvider","NMQ","","","*"
"Lower quartile daily cost over the period","SendingProvider","NMV","","","*"
"Lower quartile daily cost over the period","SendingProvider","NNF","","","*"
"Lower quartile daily cost over the period","SendingProvider","NQ4","","","*"
"Lower quartile daily cost over the period","SendingProvider","NQL","","","*"
"Lower quartile daily cost over the period","SendingProvider","NR0","","","*"
"Lower quartile daily cost over the period","SendingProvider","NR5","","","*"
"Lower quartile daily cost over the period","SendingProvider","NTN","","","*"
"Lower quartile daily cost over the period","SendingProvider","NTT","","","*"
"Lower quartile daily cost over the period","SendingProvider","NV2","","","*"
"Lower quartile daily cost over the period","SendingProvider","NYA","","","*"
"Lower quartile daily cost over the period","SendingProvider","R1A","","","*"
"Lower quartile daily cost over the period","SendingProvider","R1C","","","*"
"Lower quartile daily cost over the period","SendingProvider","R1E","","","*"
"Lower quartile daily cost over the period","SendingProvider","R1F","","","*"
"Lower quartile daily cost over the period","SendingProvider","RA9","","","*"
"Lower quartile daily cost over the period","SendingProvider","RAL","","","*"
"Lower quartile daily cost over the period","SendingProvider","RAT","","","*"
"Lower quartile daily cost over the period","SendingProvider","RDY","","","495"
"Lower quartile daily cost over the period","SendingProvider","RGD","","","*"
"Lower quartile daily cost over the period","SendingProvider","RH5","","","*"
"Lower quartile daily cost over the period","SendingProvider","RHA","","","*"
"Lower quartile daily cost over the period","SendingProvider","RJ8","","","*"
"Lower quartile daily cost over the period","SendingProvider","RJX","","","*"
"Lower quartile daily cost over the period","SendingProvider","RKL","","","*"
"Lower quartile daily cost over the period","SendingProvider","RLY","","","*"
"Lower quartile daily cost over the period","SendingProvider","RMC","","","*"
"Lower quartile daily cost over the period","SendingProvider","RMY","","","410"
"Lower quartile daily cost over the period","SendingProvider","RNK","","","*"
"Lower quartile daily cost over the period","SendingProvider","RNN","","","*"
"Lower quartile daily cost over the period","SendingProvider","RNU","","","380"
"Lower quartile daily cost over the period","SendingProvider","RP1","","","400"
"Lower quartile daily cost over the period","SendingProvider","RP7","","","*"
"Lower quartile daily cost over the period","SendingProvider","RPG","","","525"
"Lower quartile daily cost over the period","SendingProvider","RQY","","","*"
"Lower quartile daily cost over the period","SendingProvider","RR7","","","*"
"Lower quartile daily cost over the period","SendingProvider","RRD","","","*"
"Lower quartile daily cost over the period","SendingProvider","RRE","","","*"
"Lower quartile daily cost over the period","SendingProvider","RRP","","","*"
"Lower quartile daily cost over the period","SendingProvider","RT1","","","*"
"Lower quartile daily cost over the period","SendingProvider","RT2","","","*"
"Lower quartile daily cost over the period","SendingProvider","RT5","","","530"
"Lower quartile daily cost over the period","SendingProvider","RTF","","","*"
"Lower quartile daily cost over the period","SendingProvider","RTQ","","","*"
"Lower quartile daily cost over the period","SendingProvider","RTV","","","*"
"Lower quartile daily cost over the period","SendingProvider","RV3","","","358"
"Lower quartile daily cost over the period","SendingProvider","RV5","","","500"
"Lower quartile daily cost over the period","SendingProvider","RV9","","","*"
"Lower quartile daily cost over the period","SendingProvider","RVN","","","*"
"Lower quartile daily cost over the period","SendingProvider","RW1","","","575"
"Lower quartile daily cost over the period","SendingProvider","RW3","","","*"
"Lower quartile daily cost over the period","SendingProvider","RW4","","","*"
"Lower quartile daily cost over the period","SendingProvider","RW5","","","501"
"Lower quartile daily cost over the period","SendingProvider","RWK","","","*"
"Lower quartile daily cost over the period","SendingProvider","RWN","","","*"
"Lower quartile daily cost over the period","SendingProvider","RWR","","","*"
"Lower quartile daily cost over the period","SendingProvider","RWV","","","*"
"Lower quartile daily cost over the period","SendingProvider","RWX","","","*"
"Lower quartile daily cost over the period","SendingProvider","RX2","","","282"
"Lower quartile daily cost over the period","SendingProvider","RX3","","","365"
"Lower quartile daily cost over the period","SendingProvider","RX4","","","*"
"Lower quartile daily cost over the period","SendingProvider","RXA","","","*"
"Lower quartile daily cost over the period","SendingProvider","RXE","","","*"
"Lower quartile daily cost over the period","SendingProvider","RXG","","","*"
"Lower quartile daily cost over the period","SendingProvider","RXL","","","*"
"Lower quartile daily cost over the period","SendingProvider","RXM","","","*"
"Lower quartile daily cost over the period","SendingProvider","RXT","","","*"
"Lower quartile daily cost over the period","SendingProvider","RXV","","","*"
"Lower quartile daily cost over the period","SendingProvider","RXX","","","*"
"Lower quartile daily cost over the period","SendingProvider","RXY","","","*"
"Lower quartile daily cost over the period","SendingProvider","RY6","","","*"
"Lower quartile daily cost over the period","SendingProvider","RY8","","","*"
"Lower quartile daily cost over the period","SendingProvider","RYG","","","*"
"Lower quartile daily cost over the period","SendingProvider","RYK","","","*"
"Lower quartile daily cost over the period","SendingProvider","RYW","","","*"
"Lower quartile daily cost over the period","SendingProvider","TAD","","","*"
"Lower quartile daily cost over the period","SendingProvider","TAE","","","392"
"Lower quartile daily cost over the period","SendingProvider","TAF","","","*"
"Lower quartile daily cost over the period","SendingProvider","TAH","","","*"
"Lower quartile daily cost over the period","SendingProvider","TAJ","","","*"
"Average recorded daily cost over the period","England","","","","501"
"Average recorded daily cost over the period","BedType","England","","","501"
"Average recorded daily cost over the period","BedType","10","","","500"
"Average recorded daily cost over the period","BedType","11","","","370"
"Average recorded daily cost over the period","BedType","12","","","625"
"Average recorded daily cost over the period","Ccg","England","","","501"
"Average recorded daily cost over the period","Ccg","00C","","","*"
"Average recorded daily cost over the period","Ccg","00D","","","*"
"Average recorded daily cost over the period","Ccg","00J","","","*"
"Average recorded daily cost over the period","Ccg","00K","","","*"
"Average recorded daily cost over the period","Ccg","00L","","","*"
"Average recorded daily cost over the period","Ccg","00M","","","*"
"Average recorded daily cost over the period","Ccg","00N","","","*"
"Average recorded daily cost over the period","Ccg","00P","","","*"
"Average recorded daily cost over the period","Ccg","00Q","","","501"
"Average recorded daily cost over the period","Ccg","00R","","","*"
"Average recorded daily cost over the period","Ccg","00T","","","*"
"Average recorded daily cost over the period","Ccg","00V","","","*"
"Average recorded daily cost over the period","Ccg","00W","","","*"
"Average recorded daily cost over the period","Ccg","00X","","","*"
"Average recorded daily cost over the period","Ccg","00Y","","","*"
"Average recorded daily cost over the period","Ccg","01A","","","*"
"Average recorded daily cost over the period","Ccg","01C","","","*"
"Average recorded daily cost over the period","Ccg","01D","","","*"
"Average recorded daily cost over the period","Ccg","01E","","","*"
"Average recorded daily cost over the period","Ccg","01F","","","*"
"Average recorded daily cost over the period","Ccg","01G","","","*"
"Average recorded daily cost over the period","Ccg","01H","","","*"
"Average recorded daily cost over the period","Ccg","01J","","","*"
"Average recorded daily cost over the period","Ccg","01K","","","*"
"Average recorded daily cost over the period","Ccg","01M","","","*"
"Average recorded daily cost over the period","Ccg","01N","","","*"
"Average recorded daily cost over the period","Ccg","01R","","","*"
"Average recorded daily cost over the period","Ccg","01T","","","*"
"Average recorded daily cost over the period","Ccg","01V","","","*"
"Average recorded daily cost over the period","Ccg","01W","","","*"
"Average recorded daily cost over the period","Ccg","01X","","","*"
"Average recorded daily cost over the period","Ccg","01Y","","","*"
"Average recorded daily cost over the period","Ccg","02A","","","*"
"Average recorded daily cost over the period","Ccg","02D","","","*"
"Average recorded daily cost over the period","Ccg","02E","","","*"
"Average recorded daily cost over the period","Ccg","02F","","","*"
"Average recorded daily cost over the period","Ccg","02G","","","*"
"Average recorded daily cost over the period","Ccg","02H","","","*"
"Average recorded daily cost over the period","Ccg","02M","","","*"
"Average recorded daily cost over the period","Ccg","02N","","","*"
"Average recorded daily cost over the period","Ccg","02P","","","*"
"Average recorded daily cost over the period","Ccg","02Q","","","*"
"Average recorded daily cost over the period","Ccg","02R","","","*"
"Average recorded daily cost over the period","Ccg","02T","","","*"
"Average recorded daily cost over the period","Ccg","02V","","","*"
"Average recorded daily cost over the period","Ccg","02W","","","*"
"Average recorded daily cost over the period","Ccg","02X","","","*"
"Average recorded daily cost over the period","Ccg","02Y","","","*"
"Average recorded daily cost over the period","Ccg","03A","","","*"
"Average recorded daily cost over the period","Ccg","03C","","","*"
"Average recorded daily cost over the period","Ccg","03D","","","365"
"Average recorded daily cost over the period","Ccg","03E","","","*"
"Average recorded daily cost over the period","Ccg","03F","","","*"
"Average recorded daily cost over the period","Ccg","03G","","","*"
"Average recorded daily cost over the period","Ccg","03H","","","*"
"Average recorded daily cost over the period","Ccg","03J","","","*"
"Average recorded daily cost over the period","Ccg","03K","","","*"
"Average recorded daily cost over the period","Ccg","03L","","","*"
"Average recorded daily cost over the period","Ccg","03M","","","365"
"Average recorded daily cost over the period","Ccg","03N","","","*"
"Average recorded daily cost over the period","Ccg","03Q","","","365"
"Average recorded daily cost over the period","Ccg","03R","","","*"
"Average recorded daily cost over the period","Ccg","03T","","","*"
"Average recorded daily cost over the period","Ccg","03V","","","*"
"Average recorded daily cost over the period","Ccg","03W","","","*"
"Average recorded daily cost over the period","Ccg","03X","","","*"
"Average recorded daily cost over the period","Ccg","03Y","","","*"
"Average recorded daily cost over the period","Ccg","04C","","","540"
"Average recorded daily cost over the period","Ccg","04D","","","*"
"Average recorded daily cost over the period","Ccg","04E","","","*"
"Average recorded daily cost over the period","Ccg","04F","","","*"
"Average recorded daily cost over the period","Ccg","04G","","","*"
"Average recorded daily cost over the period","Ccg","04H","","","*"
"Average recorded daily cost over the period","Ccg","04J","","","*"
"Average recorded daily cost over the period","Ccg","04K","","","*"
"Average recorded daily cost over the period","Ccg","04L","","","*"
"Average recorded daily cost over the period","Ccg","04M","","","*"
"Average recorded daily cost over the period","Ccg","04N","","","*"
"Average recorded daily cost over the period","Ccg","04Q","","","*"
"Average recorded daily cost over the period","Ccg","04R","","","*"
"Average recorded daily cost over the period","Ccg","04V","","","*"
"Average recorded daily cost over the period","Ccg","04X","","","*"
"Average recorded daily cost over the period","Ccg","04Y","","","*"
"Average recorded daily cost over the period","Ccg","05A","","","*"
"Average recorded daily cost over the period","Ccg","05C","","","*"
"Average recorded daily cost over the period","Ccg","05D","","","*"
"Average recorded daily cost over the period","Ccg","05F","","","*"
"Average recorded daily cost over the period","Ccg","05G","","","*"
"Average recorded daily cost over the period","Ccg","05H","","","*"
"Average recorded daily cost over the period","Ccg","05J","","","*"
"Average recorded daily cost over the period","Ccg","05L","","","*"
"Average recorded daily cost over the period","Ccg","05N","","","*"
"Average recorded daily cost over the period","Ccg","05P","","","*"
"Average recorded daily cost over the period","Ccg","05Q","","","*"
"Average recorded daily cost over the period","Ccg","05R","","","*"
"Average recorded daily cost over the period","Ccg","05T","","","*"
"Average recorded daily cost over the period","Ccg","05V","","","*"
"Average recorded daily cost over the period","Ccg","05W","","","*"
"Average recorded daily cost over the period","Ccg","05X","","","*"
"Average recorded daily cost over the period","Ccg","05Y","","","*"
"Average recorded daily cost over the period","Ccg","06A","","","*"
"Average recorded daily cost over the period","Ccg","06D","","","*"
"Average recorded daily cost over the period","Ccg","06F","","","*"
"Average recorded daily cost over the period","Ccg","06H","","","*"
"Average recorded daily cost over the period","Ccg","06K","","","*"
"Average recorded daily cost over the period","Ccg","06L","","","*"
"Average recorded daily cost over the period","Ccg","06M","","","*"
"Average recorded daily cost over the period","Ccg","06N","","","*"
"Average recorded daily cost over the period","Ccg","06P","","","*"
"Average recorded daily cost over the period","Ccg","06Q","","","*"
"Average recorded daily cost over the period","Ccg","06T","","","*"
"Average recorded daily cost over the period","Ccg","06V","","","*"
"Average recorded daily cost over the period","Ccg","06W","","","*"
"Average recorded daily cost over the period","Ccg","06Y","","","*"
"Average recorded daily cost over the period","Ccg","07G","","","*"
"Average recorded daily cost over the period","Ccg","07H","","","*"
"Average recorded daily cost over the period","Ccg","07J","","","*"
"Average recorded daily cost over the period","Ccg","07K","","","*"
"Average recorded daily cost over the period","Ccg","07L","","","*"
"Average recorded daily cost over the period","Ccg","07M","","","*"
"Average recorded daily cost over the period","Ccg","07N","","","*"
"Average recorded daily cost over the period","Ccg","07P","","","*"
"Average recorded daily cost over the period","Ccg","07Q","","","540"
"Average recorded daily cost over the period","Ccg","07R","","","*"
"Average recorded daily cost over the period","Ccg","07T","","","*"
"Average recorded daily cost over the period","Ccg","07V","","","500"
"Average recorded daily cost over the period","Ccg","07W","","","*"
"Average recorded daily cost over the period","Ccg","07X","","","*"
"Average recorded daily cost over the period","Ccg","07Y","","","*"
"Average recorded daily cost over the period","Ccg","08A","","","583"
"Average recorded daily cost over the period","Ccg","08C","","","*"
"Average recorded daily cost over the period","Ccg","08D","","","*"
"Average recorded daily cost over the period","Ccg","08E","","","*"
"Average recorded daily cost over the period","Ccg","08F","","","*"
"Average recorded daily cost over the period","Ccg","08G","","","*"
"Average recorded daily cost over the period","Ccg","08H","","","*"
"Average recorded daily cost over the period","Ccg","08J","","","*"
"Average recorded daily cost over the period","Ccg","08K","","","*"
"Average recorded daily cost over the period","Ccg","08L","","","*"
"Average recorded daily cost over the period","Ccg","08M","","","*"
"Average recorded daily cost over the period","Ccg","08N","","","*"
"Average recorded daily cost over the period","Ccg","08P","","","*"
"Average recorded daily cost over the period","Ccg","08Q","","","*"
"Average recorded daily cost over the period","Ccg","08R","","","*"
"Average recorded daily cost over the period","Ccg","08T","","","*"
"Average recorded daily cost over the period","Ccg","08V","","","*"
"Average recorded daily cost over the period","Ccg","08W","","","*"
"Average recorded daily cost over the period","Ccg","08X","","","*"
"Average recorded daily cost over the period","Ccg","08Y","","","*"
"Average recorded daily cost over the period","Ccg","09A","","","*"
"Average recorded daily cost over the period","Ccg","09C","","","*"
"Average recorded daily cost over the period","Ccg","09D","","","282"
"Average recorded daily cost over the period","Ccg","09E","","","*"
"Average recorded daily cost over the period","Ccg","09F","","","282"
"Average recorded daily cost over the period","Ccg","09G","","","*"
"Average recorded daily cost over the period","Ccg","09H","","","*"
"Average recorded daily cost over the period","Ccg","09J","","","*"
"Average recorded daily cost over the period","Ccg","09L","","","*"
"Average recorded daily cost over the period","Ccg","09N","","","*"
"Average recorded daily cost over the period","Ccg","09P","","","*"
"Average recorded daily cost over the period","Ccg","09W","","","*"
